proximityRef;timestamp;proximity;rssi;accuracy
9.0;15:20:45;3;-80;8.15702117841526
9.0;15:20:46;3;-80;7.94822543300262
9.0;15:20:47;3;-80;7.77420587026692
9.0;15:20:48;3;-80;7.62836718663543
9.0;15:20:49;3;-81;7.64303564769644
9.0;15:20:50;3;-81;7.65501203095027
9.0;15:20:51;3;-81;7.66476817441159
9.0;15:20:52;3;-81;7.67276178213514
9.0;15:20:53;3;-80;7.58116311814577
9.0;15:20:54;3;-80;7.50559328671452
9.0;15:20:55;3;-81;7.52891309440952
9.0;15:20:56;3;-81;7.55198659392575
9.0;15:20:57;3;-80;7.4564940058678
9.0;15:20:58;3;-81;7.49081309581131
9.0;15:20:59;3;-80;7.40143158239507
9.0;15:21:00;3;-80;7.32857221233643
9.0;15:21:01;3;-81;7.37093776055245
9.0;15:21:02;3;-80;7.31126074808118
9.0;15:21:03;3;-80;7.26208191050986
9.0;15:21:04;3;-83;7.43880504461654
9.0;15:21:05;3;-85;7.70620376954843
9.0;15:21:06;3;-85;7.95511397460586
9.0;15:21:07;3;-85;8.18743695165405
9.0;15:21:08;3;-85;8.404809630916
9.0;15:21:09;3;-84;8.55588907048574
9.0;15:21:10;3;-85;8.74868348181796
9.0;15:21:11;3;-81;8.67760018406182
9.0;15:21:12;3;-80;8.53490414392255
9.0;15:21:13;3;-83;8.6098169050324
9.0;15:21:14;3;-85;8.7791738107238
9.0;15:21:15;3;-85;8.94089397448349
9.0;15:21:16;3;-85;9.09542573234696
9.0;15:21:17;3;-84;9.19464909680715
9.0;15:21:18;3;-84;9.28862126259809
9.0;15:21:19;3;-85;9.4263059474026
9.0;15:21:20;3;-84;9.5092114798213
9.0;15:21:21;3;-84;9.58793968613749
9.0;15:21:22;3;-85;9.7118909766946
9.0;15:21:23;3;-82;9.66294877820912
9.0;15:21:24;3;-82;9.61744369410996
9.0;15:21:25;3;-82;9.57502832073868
9.0;15:21:26;3;-82;9.52310580744065
9.0;15:21:27;3;-82;9.46528303812158
9.0;15:21:28;3;-82;9.40486037899901
9.0;15:21:29;3;-82;9.34454527613734
9.0;15:21:30;3;-82;9.28634905290274
9.0;15:21:31;3;-82;9.23160296817857
9.0;15:21:32;3;-81;9.03702357744256
9.0;15:21:33;3;-82;9.00876231803978
9.0;15:21:34;3;-82;8.98452223335653
9.0;15:21:35;3;-81;8.83218660754936
9.0;15:21:36;3;-81;8.70879221855858
9.0;15:21:37;3;-81;8.60811307869333
9.0;15:21:38;3;-81;8.52484253956208
9.0;15:21:39;3;-82;8.54672157522743
9.0;15:21:40;3;-81;8.47838369370056
9.0;15:21:41;3;-82;8.50125940861976
9.0;15:21:42;3;-81;8.44293352846055
9.0;15:21:43;3;-81;8.39157331955407
10.0;15:23:35;3;-90;6.45109009928685
10.0;15:23:36;3;-88;7.2344572739404
10.0;15:23:37;3;-88;8.02048419101259
10.0;15:23:38;3;-88;8.79645167206007
10.0;15:23:39;3;-84;9.08701894358165
10.0;15:23:40;3;-89;9.8217021322357
10.0;15:23:41;3;-87;10.3684935594664
10.0;15:23:42;3;-86;10.7689381290043
10.0;15:23:43;3;-86;11.1399198887004
10.0;15:23:44;3;-87;11.6162362521106
10.0;15:23:45;3;-87;12.0619612717412
10.0;15:23:46;3;-88;12.6119122205383
10.0;15:23:47;3;-87;12.9856288460231
10.0;15:23:48;3;-87;13.3286777269228
10.0;15:23:49;3;-85;13.2817643631526
10.0;15:23:50;3;-83;12.8188273618482
10.0;15:23:51;3;-82;12.2051889396602
10.0;15:23:52;3;-83;11.9144546496415
10.0;15:23:53;3;-83;11.665694435106
10.0;15:23:54;3;-83;11.4516718881351
10.0;15:23:55;3;-83;11.2667316079048
10.0;15:23:56;3;-82;10.9180244661499
10.0;15:23:57;3;-82;10.6237419470605
10.0;15:23:58;3;-82;10.3844467243901
10.0;15:23:59;3;-83;10.3426921679831
10.0;15:24:00;3;-83;10.3080339058662
10.0;15:24:01;3;-83;10.2753657984064
10.0;15:24:02;3;-83;10.2450845027459
10.0;15:24:03;3;-83;10.2173807936443
10.0;15:24:04;3;-83;10.1923063393349
10.0;15:24:05;3;-83;10.1697289141003
10.0;15:24:06;3;-82;9.99566105164385
10.0;15:24:07;3;-81;9.69727069038532
10.0;15:24:08;3;-79;9.13897972511077
10.0;15:24:09;3;-82;9.10657762796161
10.0;15:24:10;3;-83;9.17706871435531
10.0;15:24:11;3;-82;9.14534143469879
10.0;15:24:12;3;-79;8.79240351896303
10.0;15:24:13;3;-79;8.50396543070557
10.0;15:24:14;3;-80;8.35966612478811
10.0;15:24:15;3;-80;8.23469303672545
10.0;15:24:16;3;-79;8.04084850855132
10.0;15:24:17;3;-79;7.87285676492013
10.0;15:24:18;3;-77;7.55308831950894
10.0;15:24:19;3;-77;7.28188806164916
10.0;15:24:20;3;-78;7.12416480766203
10.0;15:24:21;3;-79;7.04824300816675
10.0;15:24:22;3;-81;7.08401409080952
10.0;15:24:23;3;-86;7.36973832155267
10.0;15:24:24;3;-83;7.54800170117123
10.0;15:24:25;3;-83;7.74072094583631
10.0;15:24:26;3;-80;7.62603218561096
10.0;15:24:27;3;-79;7.38940757314848
10.0;15:24:28;3;-79;7.18246265639277
10.0;15:24:29;3;-79;7.00335361735917
10.0;15:24:30;3;-80;6.97731660691971
10.0;15:24:31;3;-81;7.06775986820306
10.0;15:24:32;3;-80;7.03572985088374
10.0;15:24:33;3;-86;7.47510158384565
10.0;15:24:34;3;-86;7.87707658815203
14.5;15:26:59;3;-81;8.81907008191213
14.5;15:27:00;3;-81;8.66844536307143
14.5;15:27:01;3;-80;8.37947574738713
14.5;15:27:02;3;-80;8.13888956171828
14.5;15:27:03;3;-82;8.21534886135021
14.5;15:27:04;3;-81;8.1573236204586
14.5;15:27:05;3;-80;7.98677584878881
14.5;15:27:06;3;-88;8.47760642519435
14.5;15:27:07;3;-83;8.59890334619692
14.5;15:27:08;3;-81;8.51742373517724
14.5;15:27:09;3;-81;8.4486461153362
14.5;15:27:10;3;-82;8.47464241800378
14.5;15:27:11;3;-81;8.41635339260251
14.5;15:27:12;3;-80;8.27980152676896
14.5;15:27:13;3;-80;8.16149005135368
14.5;15:27:14;3;-80;8.05787997763119
14.5;15:27:15;3;-79;7.88716652083926
14.5;15:27:16;3;-80;7.81184886860807
14.5;15:27:17;3;-81;7.80768837846698
14.5;15:27:18;3;-80;7.74186697331756
14.5;15:27:19;3;-82;7.79531436342978
14.5;15:27:20;3;-81;7.79234636367829
14.5;15:27:21;3;-80;7.73119029536822
14.5;15:27:22;3;-80;7.65692032577703
14.5;15:27:23;3;-79;7.47716397169613
14.5;15:27:24;3;-79;7.29816700935637
14.5;15:27:25;3;-79;7.12822380025013
14.5;15:27:26;3;-80;7.0894039219958
14.5;15:27:27;3;-81;7.165039617264
14.5;15:27:28;3;-83;7.439075993149
14.5;15:27:29;3;-84;7.79782307952612
14.5;15:27:30;3;-84;8.14196207054618
14.5;15:27:31;3;-83;8.35155435633831
14.5;15:27:32;3;-82;8.40927352776553
14.5;15:27:33;3;-81;8.31290409555524
14.5;15:27:34;3;-80;8.07326587451168
14.5;15:27:35;3;-78;7.53254929473785
14.5;15:27:36;3;-79;7.27711272072225
14.5;15:27:37;3;-79;7.06774039034337
14.5;15:27:38;3;-79;6.90329719104521
14.5;15:27:39;3;-79;6.77528437494007
14.5;15:27:40;3;-79;6.6749864961919
14.5;15:27:41;3;-80;6.68938373237824
14.5;15:27:45;3;-85;8.89192614183051
14.5;15:27:46;3;-85;9.10824504444219
14.5;15:27:47;3;-86;9.36589366411532
14.5;15:27:48;3;-85;9.54750494025834
14.5;15:27:53;3;-86;10.5742800612469
14.5;15:27:54;3;-83;10.4516208913083
14.5;15:27:55;3;-83;10.3668441975901
14.5;15:27:56;3;-82;10.0704561583424
14.5;15:27:57;3;-82;9.85067640554464
14.5;15:27:58;3;-84;10.04730211459
14.5;15:27:59;3;-83;10.040588156935
14.5;15:28:00;3;-83;10.0350165422424
14.5;15:28:01;3;-82;9.85725939025937
14.5;15:28:02;3;-81;9.52525937127757
14.5;15:28:03;3;-82;9.42628963978676
14.5;15:28:04;3;-82;9.34156394046218
14.5;15:28:05;3;-81;9.10184919899272
