proximityRef;timestamp;rssi;accuracy;proximity
0.5;16:28:15;-58;0.493398635152104;2
0.5;16:28:16;-57;0.438934314186751;2
0.5;16:28:17;-58;0.429428260410114;2
0.5;16:28:18;-59;0.437955902559923;2
0.5;16:28:19;-58;0.430764622807472;2
0.5;16:28:20;-58;0.42579102426633;2
0.5;16:28:21;-59;0.433055967449537;2
0.5;16:28:22;-59;0.438806995978071;2
0.5;16:28:23;-59;0.443420745394687;2
0.5;16:28:24;-59;0.447156078023123;2
0.5;16:28:25;-59;0.450201209479994;2
0.5;16:28:26;-59;0.45268793780175;2
0.5;16:28:27;-59;0.454723466952795;2
0.5;16:28:28;-59;0.456394926599809;2
0.5;16:28:29;-58;0.446989775812499;2
0.5;16:28:30;-58;0.439545256419921;2
0.5;16:28:31;-58;0.433610618897435;2
0.5;16:28:32;-58;0.428842005777192;2
0.5;16:28:33;-59;0.434838468246289;2
0.5;16:28:34;-59;0.439870659961833;2
0.5;16:28:35;-59;0.444079963169515;2
0.5;16:28:36;-59;0.447578586199946;2
0.5;16:28:37;-59;0.450478152630274;2
0.5;16:28:38;-59;0.452873565283906;2
0.5;16:28:39;-59;0.454854981228854;2
0.5;16:28:40;-59;0.456491477272021;2
0.5;16:28:41;-59;0.457840826709707;2
0.5;16:28:42;-59;0.458953511954782;2
0.5;16:28:43;-59;0.459869445391908;2
0.5;16:28:44;-58;0.449814791126637;2
0.5;16:28:45;-58;0.441846738323855;2
0.5;16:28:46;-59;0.445675683287811;2
0.5;16:28:47;-59;0.448874639391597;2
0.5;16:28:48;-60;0.461157428169012;2
0.5;16:28:49;-60;0.471736750998152;2
0.5;16:28:50;-60;0.480743858013682;2
0.5;16:28:51;-59;0.477741019997959;2
0.5;16:28:52;-59;0.475301439157952;2
0.5;16:28:53;-59;0.473314944785831;2
0.5;16:28:54;-59;0.471686414726066;2
0.5;16:28:55;-59;0.470351483024894;2
0.5;16:28:56;-59;0.469255876409608;2
0.5;16:28:57;-59;0.468354909589883;2
0.5;16:28:58;-60;0.477744310724363;2
0.5;16:28:59;-59;0.475314631502857;2
0.5;16:29:00;-59;0.473328683728034;2
0.5;16:29:01;-59;0.471696577888942;2
0.5;16:29:02;-59;0.470361761921429;2
0.5;16:29:03;-58;0.45820935412219;2
0.5;16:29:04;-58;0.448604079237158;2
0.5;16:29:05;-58;0.440938058658499;2
0.5;16:29:06;-58;0.43478423072081;2
0.5;16:29:07;-59;0.439769569832076;2
0.5;16:29:08;-59;0.443959962290298;2
0.5;16:29:09;-59;0.447456400561664;2
0.5;16:29:10;-59;0.450365944129387;2
0.5;16:29:11;-59;0.452775294568259;2
0.5;16:29:12;-59;0.454771390394209;2
0.5;16:29:13;-59;0.45642015675144;2
0.5;16:29:14;-59;0.457780090123669;2
1.0;16:29:33;-64;0.930787756979505;2
1.0;16:29:34;-62;0.826127141891168;2
1.0;16:29:35;-61;0.73656045931919;2
1.0;16:29:36;-64;0.773143804655507;2
1.0;16:29:37;-64;0.79775716015542;2
1.0;16:29:38;-64;0.814578320622537;2
1.0;16:29:39;-64;0.826563338787048;2
1.0;16:29:40;-64;0.835578964683447;2
1.0;16:29:41;-64;0.842622651439699;2
1.0;16:29:42;-64;0.848276551022709;2
1.0;16:29:43;-64;0.852910205495266;2
1.0;16:29:44;-64;0.856762026526921;2
1.0;16:29:45;-64;0.859999402716139;2
1.0;16:29:46;-63;0.846832245782641;2
1.0;16:29:47;-65;0.865208447714849;2
1.0;16:29:48;-65;0.881507635727549;2
1.0;16:29:49;-65;0.895915155710021;2
1.0;16:29:50;-65;0.9086198195691;2
1.0;16:29:51;-65;0.919815303899142;2
1.0;16:29:52;-65;0.92966405528222;2
1.0;16:29:53;-64;0.922823004702407;2
1.0;16:29:54;-65;0.932206262905177;2
1.0;16:29:55;-66;0.954493580548536;2
1.0;16:29:56;-65;0.960134647450343;2
1.0;16:29:57;-63;0.93142095069573;2
1.0;16:29:58;-61;0.869634660211446;2
1.0;16:29:59;-62;0.839639847736506;2
1.0;16:30:00;-66;0.869271882530468;2
1.0;16:30:01;-65;0.884429504918762;2
1.0;16:30:02;-65;0.898018342512396;2
1.0;16:30:03;-65;0.91014438372952;2
1.0;16:30:04;-61;0.852515661240535;2
1.0;16:30:05;-60;0.788768536640413;2
1.0;16:30:06;-60;0.7400318931811;2
1.0;16:30:07;-60;0.701748001422279;2
1.0;16:30:08;-60;0.671111189211494;2
1.0;16:30:09;-60;0.646287106291063;2
1.0;16:30:10;-60;0.626005656843875;2
1.0;16:30:11;-61;0.621968584019042;2
1.0;16:30:12;-61;0.618520416862144;2
1.0;16:30:13;-61;0.615578053078904;2
1.0;16:30:14;-61;0.61308072123735;2
1.0;16:30:15;-60;0.598252568101897;2
1.0;16:30:16;-60;0.58614364154711;2
1.0;16:30:17;-60;0.576201233141476;2
1.0;16:30:18;-60;0.567987106544951;2
1.0;16:30:19;-59;0.548614338781571;2
1.0;16:30:20;-59;0.533142119147487;2
1.0;16:30:21;-64;0.56933293229163;2
1.0;16:30:22;-60;0.562150996559872;2
1.0;16:30:23;-60;0.556259412973921;2
1.0;16:30:24;-60;0.551402926084826;2
1.0;16:30:25;-60;0.547389771435029;2
1.0;16:30:26;-60;0.544055831788439;2
1.0;16:30:27;-60;0.54128733346827;2
1.0;16:30:28;-60;0.53898567420916;2
1.0;16:30:29;-60;0.537072636787866;2
1.0;16:30:30;-60;0.535477122670209;2
1.0;16:30:31;-60;0.534147981510609;2
1.0;16:30:32;-60;0.533041242812512;2
1.5;16:31:10;-66;1.1836712972271;2
1.5;16:31:11;-66;1.16974194886117;2
1.5;16:31:12;-66;1.1610788244432;2
1.5;16:31:13;-66;1.15547921182135;2
1.5;16:31:14;-65;1.12124022759029;2
1.5;16:31:15;-67;1.14771378985573;2
1.5;16:31:16;-68;1.18914925002195;2
1.5;16:31:17;-68;1.22366364390815;2
1.5;16:31:18;-68;1.25284545544331;2
1.5;16:31:19;-67;1.25787689650925;2
1.5;16:31:20;-68;1.28140516432463;2
1.5;16:31:21;-68;1.30198099910704;2
1.5;16:31:22;-68;1.32005218986519;2
1.5;16:31:23;-68;1.33598911329585;2
1.5;16:31:24;-68;1.35008900810428;2
1.5;16:31:25;-68;1.36258939575512;2
1.5;16:31:26;-68;1.37371056955729;2
1.5;16:31:27;-71;1.4316345906364;2
1.5;16:31:28;-71;1.48660717870852;2
1.5;16:31:29;-69;1.50440433868328;2
1.5;16:31:30;-69;1.52043451469721;2
1.5;16:31:31;-71;1.56953080351456;2
1.5;16:31:32;-71;1.61561843958817;2
1.5;16:31:33;-71;1.65871826834166;2
1.5;16:31:34;-72;1.71554113213423;2
1.5;16:31:35;-72;1.76926426573937;2
1.5;16:31:36;-72;1.81983494683296;2
1.5;16:31:37;-72;1.86726268367671;2
1.5;16:31:38;-69;1.84572803666145;2
1.5;16:31:39;-68;1.80084703037913;2
1.5;16:31:40;-68;1.76234292885865;2
1.5;16:31:41;-68;1.72904544726348;2
1.5;16:31:42;-69;1.72300415810419;2
1.5;16:31:43;-68;1.69473365175549;2
1.5;16:31:44;-67;1.64539294526214;2
1.5;16:31:45;-65;1.54907013012247;2
1.5;16:31:46;-65;1.47054639635471;2
1.5;16:31:47;-66;1.42920152716116;2
1.5;16:31:48;-68;1.43295583167235;2
1.5;16:31:49;-69;1.4535669754653;2
1.5;16:31:50;-67;1.43535040092129;2
1.5;16:31:51;-68;1.43859043399014;2
1.5;16:31:52;-68;1.44152695467695;2
1.5;16:31:53;-72;1.50512230498821;2
1.5;16:31:55;-68;1.5012046110384;2
1.5;16:31:56;-68;1.49678034907315;2
1.5;16:31:57;-68;1.49312430754921;2
1.5;16:31:58;-68;1.4900518516393;2
1.5;16:31:59;-68;1.48743626615831;2
1.5;16:32:00;-67;1.46230376633862;2
1.5;16:32:01;-67;1.44107165220367;2
1.5;16:32:02;-67;1.42296936881985;2
1.5;16:32:03;-68;1.42771719975984;2
1.5;16:32:04;-68;1.4319419090621;2
1.5;16:32:05;-67;1.41542347717518;2
1.5;16:32:06;-71;1.46927628198064;2
1.5;16:32:07;-71;1.52060715904242;2
1.5;16:32:08;-71;1.56924118417025;2
1.5;16:32:09;-70;1.59795694686748;2
1.5;16:32:10;-68;1.58344194504768;2
2.0;16:32:29;-68;1.77387530320686;2
2.0;16:32:30;-68;1.68261780224059;2
2.0;16:32:31;-68;1.61935922503458;2
2.0;16:32:32;-69;1.63236702204762;2
2.0;16:32:33;-69;1.64205176845284;2
2.0;16:32:34;-69;1.64916965968838;2
2.0;16:32:35;-69;1.6539395088768;2
2.0;16:32:36;-70;1.70316017495315;2
2.0;16:32:37;-69;1.69604045000256;2
2.0;16:32:38;-69;1.69105341022339;2
2.0;16:32:39;-71;1.75020149661648;2
2.0;16:32:40;-71;1.79852268977886;2
2.0;16:32:41;-71;1.83881851043754;2
2.0;16:32:42;-71;1.87296835479049;2
2.0;16:32:43;-71;1.90228541624471;2
2.0;16:32:44;-71;1.92775021372942;2
2.0;16:32:45;-71;1.95005154822928;2
2.0;16:32:46;-71;1.96972361660545;2
2.0;16:32:47;-70;1.96187799142051;2
2.0;16:32:48;-68;1.89788490209879;2
2.0;16:32:49;-68;1.84456216898226;2
2.0;16:32:50;-68;1.79948470089968;2
2.0;16:32:51;-69;1.78585273025247;2
2.0;16:32:52;-69;1.77377909844003;2
2.0;16:32:53;-69;1.76304701574258;2
2.0;16:32:54;-69;1.75348119731766;2
2.0;16:32:55;-70;1.76616393302286;2
2.0;16:32:56;-70;1.77777024110439;2
2.0;16:32:57;-70;1.78837778233136;2
2.0;16:32:58;-70;1.79806228818918;2
2.0;16:32:59;-70;1.80689638400031;2
2.0;16:33:00;-70;1.8149473571384;2
2.0;16:33:01;-70;1.82229031795379;2
2.0;16:33:02;-72;1.86727278988838;2
2.0;16:33:03;-72;1.90983233988722;2
2.0;16:33:04;-72;1.94990930439178;2
2.0;16:33:05;-71;1.96725805632271;2
2.0;16:33:06;-71;1.98317671513049;2
2.0;16:33:07;-71;1.99777036566508;2
2.0;16:33:08;-72;2.03196727425423;2
2.0;16:33:09;-72;2.0638889830971;2
2.0;16:33:10;-72;2.0936360010456;2
2.0;16:33:11;-72;2.1212817177556;2
2.0;16:33:12;-72;2.14692968147544;2
2.0;16:33:13;-71;2.14759471855643;2
2.0;16:33:14;-71;2.14819794162449;2
2.0;16:33:15;-72;2.1716560856977;2
2.0;16:33:16;-72;2.1934021621228;2
2.0;16:33:17;-72;2.21353922127872;2
2.0;16:33:18;-72;2.23214967091902;2
2.0;16:33:19;-72;2.24934571764285;2
2.0;16:33:20;-72;2.26523253448297;2
