proximityRef;timestamp;rssi;accuracy;proximity
3.0;16:34:30;-71;2.11379393766911;Near
3.0;16:34:31;-71;2.11790320259637;Near
3.0;16:34:32;-71;2.12150072751914;Near
3.0;16:34:33;-71;2.1246732746032;Near
3.0;16:34:34;-71;2.1274872417678;Near
3.0;16:34:35;-71;2.12999700616098;Near
3.0;16:34:36;-72;2.15604941094149;Near
3.0;16:34:37;-72;2.17993503588449;Near
3.0;16:34:38;-72;2.20184220294949;Near
3.0;16:34:39;-72;2.22193489001792;Near
3.0;16:34:40;-72;2.24038060336207;Near
3.0;16:34:41;-72;2.25730382328146;Near
3.0;16:34:42;-73;2.29526400119375;Near
3.0;16:34:43;-73;2.33075700738078;Near
3.0;16:34:44;-73;2.36388510921919;Near
3.0;16:34:45;-73;2.3947594557327;Near
3.0;16:34:46;-78;2.51143537236824;Near
3.0;16:34:47;-75;2.57685141417809;Near
3.0;16:34:48;-71;2.53536811742019;Far
3.0;16:34:49;-71;2.49874491654149;Near
3.0;16:34:50;-71;2.46623570122363;Near
3.0;16:34:51;-72;2.46476311508766;Near
3.0;16:34:52;-73;2.48806305220087;Near
3.0;16:34:53;-73;2.50977714098541;Near
3.0;16:34:54;-75;2.57302721679185;Near
3.0;16:34:55;-78;2.6845410639237;Far
3.0;16:34:56;-79;2.80957120879597;Far
3.0;16:34:57;-79;2.93411008723384;Far
3.0;16:34:58;-79;3.0575287600847;Far
3.0;16:34:59;-79;3.17928079861498;Far
3.0;16:35:00;-79;3.29889756649049;Far
3.0;16:35:01;-79;3.41610402043431;Far
3.0;16:35:02;-78;3.50908926048169;Far
3.0;16:35:03;-79;3.62052217540536;Far
3.0;16:35:04;-79;3.7287595914904;Far
3.0;16:35:05;-79;3.83359211180515;Far
3.0;16:35:06;-78;3.9098863348373;Far
3.0;16:35:07;-78;3.98258858429843;Far
3.0;16:35:08;-76;3.98951011208349;Far
3.0;16:35:09;-75;3.9594437470023;Far
3.0;16:35:10;-76;3.96773208289498;Far
3.0;16:35:11;-73;3.85633304341686;Far
3.0;16:35:12;-74;3.80002233226494;Far
3.0;16:35:13;-74;3.74915959502947;Far
3.0;16:35:14;-74;3.7030412221097;Far
3.0;16:35:15;-76;3.72635108049936;Far
3.0;16:35:16;-76;3.74832351533457;Far
3.0;16:35:17;-76;3.76903334310684;Far
3.0;16:35:18;-77;3.81685524422915;Far
3.0;16:35:19;-76;3.83354630454569;Far
3.0;16:35:20;-76;3.84922599408214;Far
3.0;16:35:21;-77;3.89323895049215;Far
3.0;16:35:22;-75;3.87193077181477;Far
3.0;16:35:23;-75;3.85228319061193;Far
3.0;16:35:24;-76;3.86674017175258;Far
3.0;16:35:25;-77;3.90964166532818;Far
3.0;16:35:26;-77;3.95051047019881;Far
3.0;16:35:27;-77;3.98938572943905;Far
3.0;16:35:28;-76;3.99544316339515;Far
3.0;16:35:29;-75;3.96657572084652;Far
