timestamp;normalizedWeightSum;particleDiversity;measurementCount
3.11707401275635;298.487250377093;0.175;2
3.12384104728699;521.338000783533;0.445;2
3.13037300109863;555.903840615022;0.475;2
4.11773800849915;645.870085158242;0.455;2
5.11143404245377;819.034537252066;0.49;2
6.11800801753998;1065.00598613329;0.45;2
7.1081719994545;1257.762217248;0.465;2
8.11864399909973;983.70786084376;0.465;2
9.10980302095413;615.050377088799;0.48;2
10.1107990145683;393.411579903553;0.485;2
14.1185020208359;392.891170626764;0.485;2
14.1247799992561;367.099403366124;0.475;2
14.130932033062;577.681398123282;0.48;2
14.1369080543518;620.26393264556;0.475;2
15.1124850511551;165.149253812842;0.43;3
16.1211290359497;140.726547719442;0.425;3
17.1119230389595;198.584482857173;0.505;3
18.1213140487671;102.14829660774;0.48;3
19.1147280335426;47.5847370272174;0.455;3
20.1147150397301;49.9630788534696;0.47;3
25.1195860505104;54.1855667140941;0.475;3
25.1277990341187;100.008888203919;0.45;3
25.1358110308647;39.6323773575029;0.485;3
25.1438580155373;17.7432211544127;0.47;3
25.1518300175667;12.4408284540201;0.46;3
26.1308210492134;15.7523205791467;0.465;3
27.1119560003281;13.8062093902231;0.465;3
28.1144570112228;12.9207898346099;0.445;3
29.1152740120888;8.87017734226635;0.47;3
30.114168047905;9.25278473826949;0.5;3
36.1141090393066;9.93309308427185;0.49;3
36.1221450567245;10.6303773843198;0.5;3
36.1301590204239;17.6308710010249;0.485;3
36.1381270289421;29.6541070774904;0.48;3
36.1461780071259;30.1446113210754;0.48;3
36.1544130444527;29.4046713099276;0.485;3
37.1144730448723;45.2667577112077;0.48;3
38.1246600151062;50.9820839694;0.425;3
39.1176010370255;31.5295717064839;0.445;3
40.1225410103798;45.0695214571937;0.435;3
46.1117420196533;69.8056899042415;0.42;3
46.1181520223618;138.117781041627;0.39;2
46.124235033989;309.279761440211;0.375;2
46.1303540468216;790.392176741731;0.415;2
46.1366240382195;783.126963196911;0.425;2
46.142863035202;127.120091224229;0.46;2
47.1227940320969;16.3802641524841;0.46;2
48.112479031086;11.6299064070412;0.435;1
49.1124040484428;13.6123039060257;0.465;1
50.1175290346146;18.0191581143616;0.47;1
51.1116000413895;33.1051321462022;0.455;1
57.1092180013657;51.9025397268007;0.425;1
57.1159320473671;75.8189088838536;0.465;1
57.1210250258446;149.201529181575;0.47;1
57.125696003437;234.368478409641;0.44;1
57.1305810213089;363.046115466167;0.46;1
57.1352660059929;353.424188245377;0.5;1
58.1122520565987;288.853293683426;0.455;1
59.1128990054131;206.446602698496;0.46;1
90.1249250173569;0.468861630104546;0.5;1
90.1307640075684;0.287993237671165;0.495;1
