timestamp;normalizedWeightSum;particleDiversity;measurementCount
90.1360170245171;0.244486860292301;0.475;1
90.141991019249;4.75257616997449;0.0583333333333333;1
90.1471150517464;370.020591786785;0.43;1
90.1521490216255;433.184570453537;0.425;1
90.157242000103;376.27823350764;0.45;1
90.1624420285225;554.74207652601;0.465;1
90.167486011982;561.487663209413;0.49;1
91.1127870082855;507.946476188134;0.51;1
92.1193920373917;808.324415687321;0.47;2
93.1273210048676;835.576472645579;0.46;2
94.118733048439;674.998503412021;0.485;2
95.1260720491409;471.257324084798;0.435;2
96.1185690164566;590.797695547858;0.445;2
97.1285320520401;704.961115703781;0.46;2
98.1151240468025;758.857139293228;0.5;2
100.123228013515;884.505328232726;0.47;2
100.131451010704;954.732594414225;0.46;2
101.116982042789;775.459313912873;0.47;2
102.117784023285;687.437684054812;0.5;2
103.12785500288;662.787840309003;0.5;2
104.120032012463;696.583914050183;0.495;2
105.125334024429;804.167761704103;0.485;2
106.117741048336;860.892267426027;0.485;2
107.118616998196;989.986186018004;0.48;2
108.115417003632;409.734672304792;0.475;1
111.11471003294;377.275736678807;0.48;1
111.120591044426;453.710819943686;0.475;1
111.125641047955;470.179474532543;0.445;1
112.116258025169;471.593027313432;0.46;1
113.119117021561;989.817798229602;0.495;2
114.119130015373;1009.91685550958;0.515;2
115.120843052864;854.324919597578;0.475;2
116.12773001194;835.606255623056;0.47;2
117.122203052044;762.180052744079;0.445;2
118.121111035347;771.651528268749;0.505;2
119.124954044819;781.773626346669;0.475;2
122.11867505312;834.131549106321;0.475;2
122.125560998917;937.566840191299;0.49;2
122.132105052471;979.945986631432;0.475;2
123.119117021561;659.854135471114;0.475;2
124.115447998047;607.082411063067;0.465;2
133.130735039711;795.22930015009;0.485;2
133.137643039227;692.313803443531;0.49;2
133.144050002098;724.209125140424;0.49;2
133.150663018227;661.00922936192;0.455;2
133.157214999199;580.923875336836;0.505;2
133.163859009743;347.528229376872;0.49;2
133.170375049114;199.785688634763;0.48;2
133.177420020103;250.563810569259;0.495;2
133.184164047241;349.142153924848;0.53;2
134.122602045536;722.337656827581;0.495;2
135.131600022316;1135.57539360949;0.51;2
136.121445000172;370.448532401157;0.505;1
137.120751023293;267.701989294144;0.46;1
138.121468007565;227.831596883469;0.48;1
154.123287022114;1.80856706108048;0.475;1
154.129135012627;1.1668512096575;0.52;1
154.133834004402;0.893025851114746;0.465;1
154.138514041901;0.831559511833272;0.505;1
154.145869016647;23.3168563028879;0.075;1
155.120833039284;190.14207555062;0.405;1
156.120838999748;197.73847944539;0.43;1
165.133683025837;106.550090525048;0.44;2
165.141694009304;18.8472858436395;0.48;1
165.147796034813;9.68717135595989;0.48;1
165.152906000614;5.80056342108197;0.435;1
165.158174037933;4.95674936193974;0.455;1
165.163379013538;4.47700630386593;0.44;1
166.120574057102;4.07346678206264;0.435;1
167.124907016754;4.10165270537984;0.46;1
168.131072998047;3.23250113315302;0.445;1
176.133835017681;2.97782810573666;0.47;1
176.139946043491;1.81276427124534;0.44;1
176.144957005978;1.6255903834731;0.455;1
176.150076031685;0.824645940251992;0.465;1
176.1567710042;0.841920814687488;0.445;2
176.163534045219;1.01610439681944;0.455;2
176.171324014664;16.7944868537409;0.116666666666667;2
176.178133010864;2182.62019443665;0.42;2
177.119213998318;1471.50212543166;0.44;2
178.123826026917;131.312247625361;0.345;3
179.123533010483;62.53639633245;0.35;3
180.137479007244;20.3541756893674;0.315;3
181.131914019585;6.61188787413511;0.36;3
187.133733034134;2.64523673979871;0.395;3
187.141681015491;0.983866602863986;0.445;3
187.149486005306;0.616000308989506;0.47;3
187.157429039478;0.385131328094242;0.415;3
187.167578041553;7.43407998278139;0.0416666666666667;3
187.175719022751;77.8392521077971;0.34;3
188.134708046913;109.062321088876;0.391959798994975;3
189.137059032917;100.977071932835;0.42713567839196;3
190.131368041039;133.660464384396;0.417085427135678;3
191.127561032772;146.286574861251;0.385;3
192.128056049347;161.881810689551;0.425;3
193.136072039604;126.31736041897;0.39;3
194.129908025265;91.6553354476406;0.41;3
195.127728998661;60.3364388621219;0.395;3
197.125182032585;22.8569782398905;0.42713567839196;3
197.13370102644;13.6905444457343;0.44;3
