timestamp;normalizedWeightSum;particleDiversity;measurementCount
1.13717001676559;291.25058421768;0.185;2
4.11214804649353;702.820359221924;0.425;2
4.11855804920197;738.600226884055;0.45;2
4.12484401464462;935.566582465184;0.455;2
5.10508400201797;908.614300587105;0.49;2
6.11272400617599;1132.091940014;0.52;2
7.10392504930496;1270.21917706192;0.48;2
8.11383402347565;1098.43267647274;0.445;2
9.10488802194595;670.676170756772;0.475;2
10.1053979992867;405.369174829161;0.475;2
14.1136290431023;381.586613209967;0.49;2
14.1199990510941;341.036157465851;0.485;2
14.126266002655;481.581999208179;0.425;2
14.1325090527534;667.775619732403;0.47;2
15.1080340147018;179.326232330351;0.49;3
16.1146470308304;142.065150023388;0.45;3
17.1052660346031;217.370907410092;0.495;3
18.1146750450134;106.033503213323;0.46;3
19.1074540019035;47.2662895854569;0.465;3
20.1077589988708;43.0209878723046;0.475;3
25.1150910258293;55.7654089395323;0.45;3
25.1234730482101;90.1655122549763;0.47;3
25.1318480372429;38.2817365686922;0.505;3
25.1400080323219;18.8225758101391;0.515;3
25.148138999939;14.0274103048314;0.515;3
26.1248850226402;18.7108728998159;0.485;3
27.1057890057564;14.795958466775;0.49;3
28.110368013382;14.3568149363881;0.445;3
29.1089550256729;9.59235113513858;0.46;3
30.1079150438309;9.85640234211024;0.485;3
36.1074670553207;8.3537415781919;0.47;3
36.1156850457191;8.88166242408338;0.49;3
36.1239269971848;14.1640843823519;0.455;3
36.1321360468864;30.0918525468909;0.495;3
36.1403970122337;28.1266735970068;0.48;3
36.1490230560303;29.2813092092581;0.47;3
37.1082810163498;53.9295324024703;0.485;3
38.1188350319862;64.4054069462478;0.425;3
39.1100300550461;37.616008667434;0.445;3
40.11748701334;44.866491889869;0.465;3
41.1187190413475;64.7606613441711;0.43;3
47.1164550185204;141.410697208955;0.37;2
47.1228860020638;288.672779249137;0.325;2
47.1291880011559;694.45173228175;0.42;2
47.1356270313263;747.5634002458;0.46;2
47.1420110464096;98.6609479453709;0.48;2
47.1486300230026;10.7479414663009;0.425;2
48.1065450310707;10.8118114143769;0.445;1
49.1060000061989;12.6319873920268;0.46;1
50.1120460033417;17.181100471726;0.47;1
51.1058710217476;27.9965316215879;0.465;1
57.1023260354996;34.6689786640031;0.435;1
57.1076060533524;47.8177309543258;0.455;1
57.112430036068;98.3584246270502;0.465;1
57.1173080205917;170.782859549062;0.44;1
57.1220410466194;336.715841846453;0.495;1
57.1267790198326;383.293309887114;0.51;1
58.1078570485115;323.990962706009;0.515;1
59.1078960299492;211.707559043687;0.465;1
90.1207939982414;0.4123405356372;0.5;1
90.1266230344772;0.276117193636128;0.465;1
90.1318660378456;0.230559002561226;0.51;1
90.1381530165672;0.998344200501091;0.05;1
90.1442160010338;142.799787119338;0.341666666666667;1
90.1495560407639;194.753559522651;0.375;1
90.1548220515251;264.367706835972;0.405;1
90.1601990461349;520.789001681818;0.48;1
90.1654930114746;582.745819656351;0.425;1
91.1082140207291;541.269516068605;0.45;1
92.1137990355492;335.171369246252;0.455;2
93.1220930218697;317.403598682975;0.475;2
94.1136440038681;256.864006691717;0.45;2
95.1210780143738;176.050663075788;0.425;2
96.1127620339394;251.276325382043;0.4;2
97.1229230165482;340.273898521432;0.45;2
98.1084570288658;387.482046044179;0.435;2
101.111192047596;436.738777923041;0.48;2
101.118155002594;476.651119376735;0.48;2
101.124947011471;433.620945200294;0.485;2
102.112956047058;414.493233626312;0.48;2
103.121942043304;448.090790496276;0.475;2
104.114065051079;548.380329340116;0.455;2
105.119718015194;660.723943322444;0.485;2
106.111528038979;770.837054518448;0.5;2
107.113243997097;784.042200477279;0.475;2
108.11141705513;439.520187412282;0.485;1
111.110971033573;464.326037449915;0.475;1
111.116786003113;498.422677790441;0.47;1
111.122048020363;456.136028857537;0.47;1
112.111117005348;481.486211876821;0.485;1
113.114914000034;736.667165475242;0.47;2
114.113776028156;907.533930307313;0.475;2
115.115741014481;811.977092156256;0.495;2
116.123539030552;770.985127534957;0.43;2
117.115281999111;728.881653176852;0.46;2
118.11542403698;686.548434944779;0.46;2
119.120136022568;757.657373647164;0.455;2
122.115389049053;930.969664640017;0.48;2
122.122258007526;841.961526037683;0.5;2
122.128957033157;964.519104758914;0.51;2
123.115095019341;628.280938691013;0.46;2
124.110684037209;595.897003548588;0.5;2
126.125742018223;724.163299624145;0.5;2
126.132583022118;773.78972714971;0.505;2
133.126732051373;781.590520106659;0.46;2
133.134562015533;669.630902692582;0.515;2
133.141383051872;664.812089891474;0.47;2
133.148187041283;338.175390113845;0.5;2
133.155179023743;202.789501330968;0.49;2
133.162488996983;253.485593856444;0.51;2
133.170300006866;347.427124270708;0.49;2
134.118367016315;666.207420814118;0.48;2
135.127598047256;1089.33685278637;0.45;2
136.117524027824;374.008188778247;0.48;1
137.11543405056;315.640156580775;0.48;1
138.117209017277;254.96261295279;0.47;1
155.117511034012;1.92547152234458;0.46;1
155.12263405323;1.26934927083267;0.48;1
155.127819001675;0.897440301420288;0.49;1
155.132792055607;0.785385799680465;0.475;1
155.139222025871;23.855457893687;0.0708333333333333;1
155.144188046455;230.632215521669;0.42;1
156.118583023548;184.296105704865;0.46;1
165.13162702322;281.807192123764;0.43;2
165.137067019939;48.1458749120456;0.43;1
165.142455041409;30.9005582879516;0.455;1
165.14789801836;14.5412004744269;0.465;1
165.153250038624;13.0144043074432;0.5;1
165.158805012703;9.5807422512802;0.49;1
166.118025004864;9.53956735609323;0.435;1
167.120959997177;7.37516339128504;0.445;1
168.127552032471;5.53186193248773;0.405;1
169.119868040085;5.0270811584896;0.44;1
176.132063031197;2.98089030763865;0.435;1
176.13811904192;2.91771458653829;0.465;1
176.143712997437;1.57190986950257;0.46;1
176.150787055492;1.13690418011604;0.41;2
176.15769302845;1.49385585755478;0.445;2
176.164644002914;4.89149201908586;0.43;2
176.17171305418;18.9504162482036;0.4;2
177.116965055466;173.121635607383;0.345;2
178.120335042477;79.1113977231277;0.44;3
179.122097015381;72.9281257301153;0.41;3
180.135759055614;28.8005305806031;0.47;3
181.129335045815;5.81775803092569;0.44;3
184.131243050098;1.19405765220422;0.42;3
184.139801025391;0.461862152694504;0.425;3
184.148029029369;0.280953276824309;0.475;3
187.134307026863;6.62227833201082;0.05;3
187.143099009991;126.605572838858;0.346733668341709;3
187.151791036129;143.955451368789;0.395;3
188.132450997829;133.079508637573;0.435;3
189.134747028351;133.424297238011;0.445;3
190.128613054752;163.734386542455;0.435;3
191.125910043716;182.460689515179;0.415;3
192.124988019466;171.599873940974;0.395;3
193.134840011597;127.232521015957;0.445;3
194.127124011517;81.7921976105434;0.38;3
195.124259054661;64.3199966485557;0.4;3
