timestamp;particleWeightSum;particleDiversity;measurementCount
3.11617404222488;2.34228306397749;0.19;2
3.12250703573227;6.53205725959501;0.425;2
3.12814199924469;6.93877993109714;0.425;2
4.11689203977585;9.86631702916954;0.46;2
5.10929304361343;10.1134184661092;0.475;2
6.11687803268433;13.5407097995371;0.5;2
7.10707104206085;15.5484950998581;0.475;2
8.11841803789139;13.4465111717941;0.485;2
9.10884404182434;7.25723923700972;0.51;2
10.1088490486145;4.35020023076608;0.49;2
14.1185750365257;3.69227430409579;0.455;2
14.1247100234032;3.51400605131177;0.52;2
14.1304489970207;4.90031960162515;0.5;2
14.1359460353851;6.64975740903949;0.46;2
15.1116350293159;0.203405243396518;0.47;3
16.1195610165596;0.170669364542329;0.465;3
17.1103700399399;0.225813407907007;0.46;3
18.1189050078392;0.102957030513268;0.495;3
19.1105500459671;0.0534858911971181;0.485;3
20.111732006073;0.0472750394478605;0.475;3
25.1175760030746;0.0502325211785893;0.46;3
25.1250740289688;0.0840113448225954;0.475;3
25.1326569914818;0.0341241707563261;0.475;3
25.1401900053024;0.0172388271886369;0.505;3
25.1476730108261;0.0117830751588694;0.495;3
26.1286600232124;0.0146032896267967;0.46;3
27.1103230118752;0.0116668995194732;0.485;3
28.1135990023613;0.0121467876124806;0.5;3
29.1123950481415;0.00783355850210114;0.485;3
30.1118659973145;0.00811529601748693;0.465;3
36.1110870242119;0.00796127787948842;0.49;3
36.1186870336533;0.0080272824638907;0.46;3
36.1262720227242;0.0116860042694341;0.48;3
36.1340010166168;0.026297374342833;0.48;3
36.1414840221405;0.0257742518705755;0.48;3
36.1491960287094;0.0311593433304044;0.48;3
37.1115180253983;0.0555341898343853;0.48;3
38.1232560276985;0.0670410922103206;0.445;3
39.1147800087929;0.0371800012228906;0.44;3
40.1225420236588;0.0462031318548854;0.425;3
47.1225830316544;0.0675176542040875;0.445;3
47.1284190416336;1.23793402783771;0.36;2
47.1339510083199;3.16276333946233;0.385;2
47.1394619941711;6.43252315982885;0.45;2
47.14531904459;9.71363857558924;0.47;2
47.150947034359;1.99712052747501;0.445;2
47.1566060185432;0.281950258850953;0.46;2
48.1083090305328;2.38123184289297;0.445;1
49.1108460426331;2.96903273221031;0.475;1
50.1150100231171;4.91346784479463;0.4;1
51.1094779968262;8.78254553739174;0.435;1
57.1066670417786;12.1256766412409;0.4;1
57.1118260025978;18.7598503207788;0.425;1
57.1161060333252;34.3382068868211;0.46;1
57.1201840043068;45.7677595640219;0.445;1
57.1244400143623;42.4001679022878;0.455;1
57.1287870407104;25.4914252147275;0.445;1
58.1120180487633;20.7459960331802;0.46;1
59.1111110448837;13.321284486095;0.42;1
90.1237969994545;0.0417244194303909;0.46;1
