timestamp;normalizedWeightSum;particleDiversity;measurementCount
4.11259800195694;268.960745165927;0.19;2
4.11889696121216;656.672577675159;0.445;2
4.12501299381256;726.47055626212;0.435;2
4.13118898868561;866.330278498221;0.455;2
5.10710096359253;932.958066421844;0.44;2
6.11368399858475;1119.60971233187;0.47;2
7.10419398546219;1382.61474078826;0.475;2
8.11405795812607;1221.07025217027;0.47;2
9.10552996397018;657.434185418512;0.475;2
10.1052230000496;432.733147981647;0.46;2
14.114187002182;410.825056875867;0.485;2
14.120306968689;355.097334500999;0.485;2
14.1264099478722;536.196881479326;0.5;2
14.132482945919;687.047506914414;0.46;2
15.1079289913177;199.321514155526;0.475;3
16.1163019537926;185.209808494532;0.43;3
17.1085379719734;229.541778644502;0.49;3
18.1166449785233;112.95048095678;0.46;3
19.1070119738579;49.9559844797956;0.465;3
20.109590947628;48.2218064367642;0.48;3
25.1131549477577;47.5979926424029;0.48;3
25.1212159991264;82.1380786445971;0.46;3
25.1290959715843;33.9984073422997;0.485;3
25.137021958828;16.8972955670127;0.475;3
25.1449599862099;14.2147252903808;0.47;3
26.1257719993591;16.2852088421408;0.455;3
27.1060279607773;14.0938095422329;0.485;3
28.1092619895935;13.5318850001688;0.475;3
29.1099969744682;8.38872214368604;0.465;3
30.1083029508591;9.46561471180275;0.48;3
36.1074589490891;7.97056934091878;0.475;3
36.1154919862747;7.99614089592063;0.495;3
36.1235089898109;12.68752235613;0.45;3
36.1314449906349;27.2993930356586;0.475;3
36.1394429802895;24.843102621506;0.47;3
36.1474349498749;29.2092666776612;0.495;3
37.1103889942169;52.1960587617343;0.485;3
38.119518995285;71.3138778943873;0.43;3
39.1106849908829;42.8417365742435;0.45;3
40.1194429993629;59.5164260758156;0.47;3
47.1185759902;90.197968435539;0.465;3
47.1246829628944;195.370039732023;0.425;2
47.1307489871979;404.951992311119;0.42;2
47.1368149518967;624.563345989754;0.405;2
47.1429929733276;1041.64520225704;0.465;2
47.1491829752922;177.910906233433;0.425;2
47.1553819775581;18.6447709452488;0.36;2
48.1082629561424;34.1344961502607;0.465;1
49.1071519851685;45.908066894302;0.44;1
50.1130149960518;114.558868105389;0.4;1
51.108382999897;295.350271641796;0.43;1
57.1044229865074;447.516986703424;0.45;1
57.1096679568291;513.760063639036;0.45;1
57.1144969463348;551.145416527711;0.48;1
57.1193199753761;524.762868358253;0.48;1
57.1241279840469;340.972372887382;0.43;1
57.1289039850235;178.784428283048;0.425;1
58.110012948513;184.934879180246;0.44;1
59.1109019517899;90.303024830015;0.39;1
90.1217249631882;0.416590859465818;0.52;1
90.1269799470901;0.268425087504726;0.495;1
90.1323989629745;0.247014228758707;0.49;1
90.1375779509544;0.16154463949801;0.5;1
90.1427539587021;0.12890858181484;0.5;1
90.1482799649239;0.154204283542104;0.46;1
90.1534529924393;0.163259153994039;0.495;1
90.1586389541626;0.105567721341019;0.5;1
90.1640699505806;0.119118335659003;0.5;1
91.1086429953575;0.0989363228136801;0.49;1
92.1152089834213;0.00358741820706671;0.455;2
93.1233769655228;0.00445388954988281;0.475;2
94.1144489645958;0.00464461925662101;0.47;2
95.1233059763908;0.00700563468365419;0.475;2
96.1136099696159;0.0106245271561302;0.515;2
97.1219859719276;0.0119294004334651;0.46;2
98.1110990047455;0.0133987686449822;0.47;2
101.111767947674;0.0122005473718584;0.475;2
101.118422985077;0.0139878525849278;0.465;2
101.12506300211;0.0111509569055365;0.46;2
102.11429899931;0.0106336446689826;0.485;2
103.123126983643;0.0114014488475831;0.49;2
104.114338994026;0.0140074820285695;0.48;2
105.120781958103;0.016916573419873;0.445;2
106.111532986164;0.0210425696779931;0.49;2
107.115489959717;0.027537933857905;0.485;2
108.112560987473;0.217175478533195;0.5;1
111.110422968864;0.215118422660199;0.475;1
111.115760982037;0.200863434348315;0.44;1
111.120921969414;0.226739588771744;0.46;1
112.112314999104;0.235595715212671;0.47;1
113.114616990089;0.0511219875435472;0.42;2
114.115098953247;0.0651112624151092;0.465;2
115.115870952606;0.065154215944395;0.475;2
116.12487000227;0.0777139162593302;0.47;2
117.116862952709;0.107794539960017;0.445;2
118.116352975368;0.145355339385604;0.455;2
119.121454954147;0.189380847048823;0.455;2
122.114221990108;0.231142294470622;0.44;2
122.121088981628;0.262665190290462;0.475;2
122.128009974957;0.397494867273559;0.475;2
123.116427004337;0.220209361039358;0.46;2
124.11060500145;0.21308858784931;0.455;2
133.126251995564;0.295593585101382;0.49;2
133.133120954037;0.341733388883205;0.45;2
133.139873981476;0.38658020664625;0.49;2
133.146655976772;0.348125301529267;0.43;2
133.153402984142;0.482288256633116;0.505;2
133.160169959068;0.248315660829685;0.445;2
133.166942000389;0.145281989442095;0.44;2
133.173767983913;0.245195387732379;0.405;2
133.180779993534;0.393259700564411;0.44;2
134.119208991528;1.29424661050232;0.44;2
135.126221001148;3.99398618751779;0.435;2
136.118619978428;2.42411194517119;0.475;1
137.116620004177;4.20923261701213;0.48;1
138.118545949459;6.17709592049295;0.47;1
155.117488980293;7.8169043761138;0.495;1
155.122650980949;5.63159375935589;0.495;1
155.127527952194;3.48833177293672;0.48;1
155.132431983948;3.31419824584328;0.51;1
155.137306988239;4.37697455395344;0.485;1
155.142158985138;8.64918938869076;0.485;1
156.117468953133;17.9284237750364;0.46;1
165.130325973034;0.321962920502092;0.455;2
165.135755002499;0.805177724904091;0.49;1
165.141196966171;0.455062472969499;0.48;1
165.146586000919;0.296736154658061;0.5;1
165.152023971081;0.270779488772317;0.49;1
165.157388985157;0.222791025768335;0.51;1
166.116337001324;0.200697404961204;0.5;1
167.120346963406;0.166134705892798;0.495;1
168.126900970936;0.137533910389111;0.455;1
169.119888961315;0.106657759386189;0.505;1
176.130099952221;0.085869684424261;0.555;1
176.135383963585;0.0774642665058835;0.48;1
176.140691995621;0.060722371748306;0.455;1
176.147544980049;0.00129409206146263;0.465;2
176.154398977757;0.0014206494979049;0.475;2
176.161217987537;0.00140003947885629;0.505;2
176.168044984341;0.00126340061192146;0.49;2
177.11481398344;0.00143572404444556;0.505;2
178.120018959045;0.000875887347482536;0.435;3
179.120059967041;0.00101002007162735;0.445;3
180.132836997509;0.000557144968055935;0.48;3
181.128330945969;0.000253069717650292;0.465;3
184.131962954998;0.000165520191597754;0.42;3
184.140857994556;0.00017301071715911;0.435;3
184.149634003639;0.00018171059972355;0.435;3
187.131205976009;0.000147616982630674;0.405;3
187.139333963394;0.000241524777492578;0.435;3
187.147630989552;0.000299582099701982;0.4;3
188.130296945572;0.000397641611424493;0.42;3
189.133208990097;0.000738745811579572;0.415;3
190.127499997616;0.00165355294830567;0.45;3
191.123661994934;0.00268679590004469;0.41;3
192.124238967896;0.00442292329463342;0.385;3
193.131186962128;0.00524690404303084;0.38;3
194.125072956085;0.00553619556351889;0.435;3
195.123601973057;0.00491217283428495;0.435;3
